"","gas","region","year","value","lagged_value","percent_change"
"6385","HFC","Monaco",1995,0.42518024593717,0.42518024593717,0
"6386","HFC","Monaco",1996,0.58154778661486,0.42518024593717,36.7767651888505
"6387","HFC","Monaco",1996,0.58154778661486,0.58154778661486,0
"6388","HFC","Monaco",1997,0.73778655295465,0.58154778661486,26.8660237276876
"6389","HFC","Monaco",1997,0.73778655295465,0.73778655295465,0
"6390","HFC","Monaco",1998,1.05473092808993,0.73778655295465,42.9588170001198
"6391","HFC","Monaco",1998,1.05473092808993,1.05473092808993,0
"6392","HFC","Monaco",1999,1.28078149056558,1.05473092808993,21.4320597277846
"6393","HFC","Monaco",1999,1.28078149056558,1.28078149056558,0
"6394","HFC","Monaco",2000,1.58677959063536,1.28078149056558,23.891514854314
"6395","HFC","Monaco",2000,1.58677959063536,1.58677959063536,0
"6396","HFC","Monaco",2001,2.30669377147728,1.58677959063536,45.3695135159673
"6397","HFC","Monaco",2001,2.30669377147728,2.30669377147728,0
"6398","HFC","Monaco",2002,2.97124448734475,2.30669377147728,28.8096636009846
"6399","HFC","Monaco",2002,2.97124448734475,2.97124448734475,0
"6400","HFC","Monaco",2003,2.96553825332027,2.97124448734475,-0.192048619653617
"6401","HFC","Monaco",2003,2.96553825332027,2.96553825332027,0
"6402","HFC","Monaco",2004,2.75001437279964,2.96553825332027,-7.26761424437287
"6403","HFC","Monaco",2004,2.75001437279964,2.75001437279964,0
"6404","HFC","Monaco",2005,3.43184590329353,2.75001437279964,24.7937442523166
"6405","HFC","Monaco",2005,3.43184590329353,3.43184590329353,0
"6406","HFC","Monaco",2006,4.40021741196265,3.43184590329353,28.2172200022087
"6407","HFC","Monaco",2006,4.40021741196265,4.40021741196265,0
"6408","HFC","Monaco",2007,4.70457206732669,4.40021741196265,6.91680948619961
"6409","HFC","Monaco",2007,4.70457206732669,4.70457206732669,0
"6410","HFC","Monaco",2008,5.90707272551463,4.70457206732669,25.5602558740533
"6411","HFC","Monaco",2008,5.90707272551463,5.90707272551463,0
"6412","HFC","Monaco",2009,5.78339285915536,5.90707272551463,-2.09375899208173
"6413","HFC","Monaco",2009,5.78339285915536,5.78339285915536,0
"6414","HFC","Monaco",2010,5.65676641147087,5.78339285915536,-2.18948376443138
"6415","HFC","Monaco",2010,5.65676641147087,5.65676641147087,0
"6416","HFC","Monaco",2011,6.3496808432271,5.65676641147087,12.2493025406021
"6417","HFC","Monaco",2011,6.3496808432271,6.3496808432271,0
"6418","HFC","Monaco",2012,5.84539167623944,6.3496808432271,-7.9419608550178
"6419","HFC","Monaco",2012,5.84539167623944,5.84539167623944,0
"6420","HFC","Monaco",2013,7.0770846860155,5.84539167623944,21.0711801363575
"6421","HFC","Monaco",2013,7.0770846860155,7.0770846860155,0
"6422","HFC","Monaco",2014,6.59547718920396,7.0770846860155,-6.80516792123752
"6423","HFC","Monaco",2014,6.59547718920396,6.59547718920396,0
"6424","HFC","Monaco",2015,7.23733492590461,6.59547718920396,9.73178616630344
"6425","HFC","Monaco",2015,7.23733492590461,7.23733492590461,0
"6426","HFC","Monaco",2016,7.2235343057514,7.23733492590461,-0.190686492949399
"6427","HFC","Monaco",2016,7.2235343057514,7.2235343057514,0
"6428","HFC","Monaco",2017,6.23194826027168,7.2235343057514,-13.7271590818115
"6429","HFC","Monaco",2017,6.23194826027168,6.23194826027168,0
"6430","HFC","Monaco",2018,7.67380917620062,6.23194826027168,23.1365995947162
"6431","HFC","Monaco",2018,7.67380917620062,7.67380917620062,0
"6432","HFC","Monaco",2019,7.80150363653679,7.67380917620062,1.6640296546883
"6433","HFC","Monaco",2019,7.80150363653679,7.80150363653679,0
"6434","HFC","Monaco",2020,5.64929652471086,7.80150363653679,-27.5870807999947
"6435","HFC","Monaco",2020,5.64929652471086,5.64929652471086,0
"6436","HFC","Netherlands",1990,5606.3288,NA,NA
"6437","HFC","Netherlands",1990,5606.3288,5606.3288,0
"6438","HFC","Netherlands",1991,4366.074,5606.3288,-22.122405664113
"6439","HFC","Netherlands",1991,4366.074,4366.074,0
"6440","HFC","Netherlands",1992,5621.292034,4366.074,28.7493531717511
"6441","HFC","Netherlands",1992,5621.292034,5621.292034,0
"6442","HFC","Netherlands",1993,6311.61511,5621.292034,12.2805054749803
"6443","HFC","Netherlands",1993,6311.61511,6311.61511,0
"6444","HFC","Netherlands",1994,8152.47517140837,6311.61511,29.1662281258524
"6445","HFC","Netherlands",1994,8152.47517140837,8152.47517140837,0
"6446","HFC","Netherlands",1995,7545.61299979925,8152.47517140837,-7.44390088714962
"6447","HFC","Netherlands",1995,7545.61299979925,7545.61299979925,0
"6448","HFC","Netherlands",1996,9538.41684223266,7545.61299979925,26.4100987220843
"6449","HFC","Netherlands",1996,9538.41684223266,9538.41684223266,0
"6450","HFC","Netherlands",1997,10115.6015948941,9538.41684223266,6.05115882654525
"6451","HFC","Netherlands",1997,10115.6015948941,10115.6015948941,0
"6452","HFC","Netherlands",1998,11467.681140121,10115.6015948941,13.3662791337034
"6453","HFC","Netherlands",1998,11467.681140121,11467.681140121,0
"6454","HFC","Netherlands",1999,5895.69821632962,11467.681140121,-48.5885756301434
"6455","HFC","Netherlands",1999,5895.69821632962,5895.69821632962,0
"6456","HFC","Netherlands",2000,4608.4644551271,5895.69821632962,-21.8334404844061
"6457","HFC","Netherlands",2000,4608.4644551271,4608.4644551271,0
"6458","HFC","Netherlands",2001,1869.8725905394,4608.4644551271,-59.4252573987179
"6459","HFC","Netherlands",2001,1869.8725905394,1869.8725905394,0
"6460","HFC","Netherlands",2002,1573.93966038365,1869.8725905394,-15.8263686869907
"6461","HFC","Netherlands",2002,1573.93966038365,1573.93966038365,0
"6462","HFC","Netherlands",2003,1535.37376161206,1573.93966038365,-2.45027809783951
"6463","HFC","Netherlands",2003,1535.37376161206,1535.37376161206,0
"6464","HFC","Netherlands",2004,1589.6158364503,1535.37376161206,3.53282543927863
"6465","HFC","Netherlands",2004,1589.6158364503,1589.6158364503,0
"6466","HFC","Netherlands",2005,1374.01476341796,1589.6158364503,-13.5630929239979
"6467","HFC","Netherlands",2005,1374.01476341796,1374.01476341796,0
"6468","HFC","Netherlands",2006,1592.85630144288,1374.01476341796,15.9271605990998
"6469","HFC","Netherlands",2006,1592.85630144288,1592.85630144288,0
"6470","HFC","Netherlands",2007,1691.65361582695,1592.85630144288,6.20252525570417
"6471","HFC","Netherlands",2007,1691.65361582695,1691.65361582695,0
"6472","HFC","Netherlands",2008,1761.11689410357,1691.65361582695,4.10623532067843
"6473","HFC","Netherlands",2008,1761.11689410357,1761.11689410357,0
"6474","HFC","Netherlands",2009,1835.42182259855,1761.11689410357,4.21919344160298
"6475","HFC","Netherlands",2009,1835.42182259855,1835.42182259855,0
"6476","HFC","Netherlands",2010,2128.76796775175,1835.42182259855,15.9824919558757
"6477","HFC","Netherlands",2010,2128.76796775175,2128.76796775175,0
"6478","HFC","Netherlands",2011,1891.46572344661,2128.76796775175,-11.1473983026793
"6479","HFC","Netherlands",2011,1891.46572344661,1891.46572344661,0
"6480","HFC","Netherlands",2012,1831.62948751687,1891.46572344661,-3.16348507868844
"6481","HFC","Netherlands",2012,1831.62948751687,1831.62948751687,0
"6482","HFC","Netherlands",2013,2040.65274731599,1831.62948751687,11.4118745752719
"6483","HFC","Netherlands",2013,2040.65274731599,2040.65274731599,0
"6484","HFC","Netherlands",2014,1622.99402840981,2040.65274731599,-20.4669177279434
"6485","HFC","Netherlands",2014,1622.99402840981,1622.99402840981,0
"6486","HFC","Netherlands",2015,1817.30242399157,1622.99402840981,11.9722187623907
"6487","HFC","Netherlands",2015,1817.30242399157,1817.30242399157,0
"6488","HFC","Netherlands",2016,1644.1248160078,1817.30242399157,-9.52937748266457
"6489","HFC","Netherlands",2016,1644.1248160078,1644.1248160078,0
"6490","HFC","Netherlands",2017,1671.95223159889,1644.1248160078,1.69253668092301
"6491","HFC","Netherlands",2017,1671.95223159889,1671.95223159889,0
"6492","HFC","Netherlands",2018,1323.31228573559,1671.95223159889,-20.8522671446119
"6493","HFC","Netherlands",2018,1323.31228573559,1323.31228573559,0
"6494","HFC","Netherlands",2019,1434.92550740774,1323.31228573559,8.4343826378146
"6495","HFC","Netherlands",2019,1434.92550740774,1434.92550740774,0
"6496","HFC","Netherlands",2020,1151.94441040774,1434.92550740774,-19.7209608121901
"6497","HFC","Netherlands",2020,1151.94441040774,1151.94441040774,0
"6498","HFC","New Zealand",1992,0.286,NA,NA
"6499","HFC","New Zealand",1992,0.286,0.286,0
"6500","HFC","New Zealand",1993,0.3575,0.286,25
"6501","HFC","New Zealand",1993,0.3575,0.3575,0
"6502","HFC","New Zealand",1994,7.90539890147949,0.3575,2111.30039202223
"6503","HFC","New Zealand",1994,7.90539890147949,7.90539890147949,0
"6504","HFC","New Zealand",1995,24.5183635506674,7.90539890147949,210.147076146642
"6505","HFC","New Zealand",1995,24.5183635506674,24.5183635506674,0
"6506","HFC","New Zealand",1996,54.3607551765226,24.5183635506674,121.714451146732
"6507","HFC","New Zealand",1996,54.3607551765226,54.3607551765226,0
"6508","HFC","New Zealand",1997,113.42009805959,54.3607551765226,108.6433451693
"6509","HFC","New Zealand",1997,113.42009805959,113.42009805959,0
"6510","HFC","New Zealand",1998,97.5196242354975,113.42009805959,-14.0190972289043
"6511","HFC","New Zealand",1998,97.5196242354975,97.5196242354975,0
"6512","HFC","New Zealand",1999,192.284070042713,97.5196242354975,97.1747446220377
"6513","HFC","New Zealand",1999,192.284070042713,192.284070042713,0
"6514","HFC","New Zealand",2000,233.647287671086,192.284070042713,21.5115155505002
"6515","HFC","New Zealand",2000,233.647287671086,233.647287671086,0
"6516","HFC","New Zealand",2001,300.097079805935,233.647287671086,28.4402155048309
"6517","HFC","New Zealand",2001,300.097079805935,300.097079805935,0
"6518","HFC","New Zealand",2002,401.363603712018,300.097079805935,33.7445882417681
"6519","HFC","New Zealand",2002,401.363603712018,401.363603712018,0
"6520","HFC","New Zealand",2003,503.845252330293,401.363603712018,25.5333686638429
"6521","HFC","New Zealand",2003,503.845252330293,503.845252330293,0
"6522","HFC","New Zealand",2004,582.576704986072,503.845252330293,15.6261177993927
"6523","HFC","New Zealand",2004,582.576704986072,582.576704986072,0
"6524","HFC","New Zealand",2005,694.01071579338,582.576704986072,19.1277834924711
"6525","HFC","New Zealand",2005,694.01071579338,694.01071579338,0
"6526","HFC","New Zealand",2006,798.680508218323,694.01071579338,15.0818697814034
"6527","HFC","New Zealand",2006,798.680508218323,798.680508218323,0
"6528","HFC","New Zealand",2007,917.088228226489,798.680508218323,14.8254175217456
"6529","HFC","New Zealand",2007,917.088228226489,917.088228226489,0
"6530","HFC","New Zealand",2008,1013.30547381875,917.088228226489,10.4916018580165
"6531","HFC","New Zealand",2008,1013.30547381875,1013.30547381875,0
"6532","HFC","New Zealand",2009,1075.60658727978,1013.30547381875,6.14830523181144
"6533","HFC","New Zealand",2009,1075.60658727978,1075.60658727978,0
"6534","HFC","New Zealand",2010,1100.80737236975,1075.60658727978,2.34293703552925
"6535","HFC","New Zealand",2010,1100.80737236975,1100.80737236975,0
"6536","HFC","New Zealand",2011,1177.83795549228,1100.80737236975,6.99764418880146
"6537","HFC","New Zealand",2011,1177.83795549228,1177.83795549228,0
"6538","HFC","New Zealand",2012,1262.3459611768,1177.83795549228,7.17484143641813
"6539","HFC","New Zealand",2012,1262.3459611768,1262.3459611768,0
"6540","HFC","New Zealand",2013,1311.05080076438,1262.3459611768,3.85827982862762
"6541","HFC","New Zealand",2013,1311.05080076438,1311.05080076438,0
"6542","HFC","New Zealand",2014,1335.79271290885,1311.05080076438,1.88718180333247
"6543","HFC","New Zealand",2014,1335.79271290885,1335.79271290885,0
"6544","HFC","New Zealand",2015,1386.17353643159,1335.79271290885,3.77160490814699
"6545","HFC","New Zealand",2015,1386.17353643159,1386.17353643159,0
"6546","HFC","New Zealand",2016,1419.54547714846,1386.17353643159,2.40748649716534
"6547","HFC","New Zealand",2016,1419.54547714846,1419.54547714846,0
"6548","HFC","New Zealand",2017,1465.9744251159,1419.54547714846,3.27069112718426
"6549","HFC","New Zealand",2017,1465.9744251159,1465.9744251159,0
"6550","HFC","New Zealand",2018,1479.02904463582,1465.9744251159,0.89050799906607
"6551","HFC","New Zealand",2018,1479.02904463582,1479.02904463582,0
"6552","HFC","New Zealand",2019,1481.00066834152,1479.02904463582,0.13330527299993
"6553","HFC","New Zealand",2019,1481.00066834152,1481.00066834152,0
"6554","HFC","New Zealand",2020,1480.29083886198,1481.00066834152,-0.04792904518637
"6555","HFC","New Zealand",2020,1480.29083886198,1480.29083886198,0
"6556","HFC","Norway",1990,0.043897492,NA,NA
"6557","HFC","Norway",1990,0.043897492,0.043897492,0
"6558","HFC","Norway",1991,1.311169948604,0.043897492,2886.89034126141
"6559","HFC","Norway",1991,1.311169948604,1.311169948604,0
"6560","HFC","Norway",1992,2.821764905981,1.311169948604,115.209699473766
"6561","HFC","Norway",1992,2.821764905981,2.821764905981,0
"6562","HFC","Norway",1993,35.7962139660334,2.821764905981,1168.57534765423
"6563","HFC","Norway",1993,35.7962139660334,35.7962139660334,0
"6564","HFC","Norway",1994,54.078990780072,35.7962139660334,51.0746103802679
"6565","HFC","Norway",1994,54.078990780072,54.078990780072,0
"6566","HFC","Norway",1995,97.844258079964,54.078990780072,80.9284098475067
"6567","HFC","Norway",1995,97.844258079964,97.844258079964,0
"6568","HFC","Norway",1996,129.538212505321,97.844258079964,32.3922476876005
"6569","HFC","Norway",1996,129.538212505321,129.538212505321,0
"6570","HFC","Norway",1997,195.339124317155,129.538212505321,50.7965260128405
"6571","HFC","Norway",1997,195.339124317155,195.339124317155,0
"6572","HFC","Norway",1998,258.374817726487,195.339124317155,32.2698761088877
"6573","HFC","Norway",1998,258.374817726487,258.374817726487,0
"6574","HFC","Norway",1999,322.886706077708,258.374817726487,24.9683343442211
"6575","HFC","Norway",1999,322.886706077708,322.886706077708,0
"6576","HFC","Norway",2000,369.279212084092,322.886706077708,14.3680446215766
"6577","HFC","Norway",2000,369.279212084092,369.279212084092,0
"6578","HFC","Norway",2001,466.705166913087,369.279212084092,26.3827347007037
"6579","HFC","Norway",2001,466.705166913087,466.705166913087,0
"6580","HFC","Norway",2002,503.952922218064,466.705166913087,7.98100341407052
"6581","HFC","Norway",2002,503.952922218064,503.952922218064,0
"6582","HFC","Norway",2003,515.83906902894,503.952922218064,2.35858277367679
"6583","HFC","Norway",2003,515.83906902894,515.83906902894,0
"6584","HFC","Norway",2004,544.10865884695,515.83906902894,5.48031188704398
"6585","HFC","Norway",2004,544.10865884695,544.10865884695,0
"6586","HFC","Norway",2005,548.740041927343,544.10865884695,0.851187167321984
"6587","HFC","Norway",2005,548.740041927343,548.740041927343,0
"6588","HFC","Norway",2006,620.2738883495,548.740041927343,13.0360172315671
"6589","HFC","Norway",2006,620.2738883495,620.2738883495,0
"6590","HFC","Norway",2007,683.956405808904,620.2738883495,10.2668383524669
"6591","HFC","Norway",2007,683.956405808904,683.956405808904,0
"6592","HFC","Norway",2008,739.400583980493,683.956405808904,8.10639065599745
"6593","HFC","Norway",2008,739.400583980493,739.400583980493,0
"6594","HFC","Norway",2009,819.054530624335,739.400583980493,10.77277302312
"6595","HFC","Norway",2009,819.054530624335,819.054530624335,0
"6596","HFC","Norway",2010,894.216230331935,819.054530624335,9.17664171276935
"6597","HFC","Norway",2010,894.216230331935,894.216230331935,0
"6598","HFC","Norway",2011,965.796984988358,894.216230331935,8.00485970041631
"6599","HFC","Norway",2011,965.796984988358,965.796984988358,0
"6600","HFC","Norway",2012,1028.31936057704,965.796984988358,6.47365611619048
"6601","HFC","Norway",2012,1028.31936057704,1028.31936057704,0
"6602","HFC","Norway",2013,1118.11145542623,1028.31936057704,8.73192689854669
"6603","HFC","Norway",2013,1118.11145542623,1118.11145542623,0
"6604","HFC","Norway",2014,1081.09366517408,1118.11145542623,-3.31074241950581
"6605","HFC","Norway",2014,1081.09366517408,1081.09366517408,0
"6606","HFC","Norway",2015,963.347538436268,1081.09366517408,-10.8913899443534
"6607","HFC","Norway",2015,963.347538436268,963.347538436268,0
"6608","HFC","Norway",2016,1005.4766484328,963.347538436268,4.37319952723573
"6609","HFC","Norway",2016,1005.4766484328,1005.4766484328,0
"6610","HFC","Norway",2017,1029.17518145906,1005.4766484328,2.35694514270402
"6611","HFC","Norway",2017,1029.17518145906,1029.17518145906,0
"6612","HFC","Norway",2018,996.537266116371,1029.17518145906,-3.17126918047307
"6613","HFC","Norway",2018,996.537266116371,996.537266116371,0
"6614","HFC","Norway",2019,933.96599718624,996.537266116371,-6.27886894526072
"6615","HFC","Norway",2019,933.96599718624,933.96599718624,0
"6616","HFC","Norway",2020,809.972497886511,933.96599718624,-13.2760185781157
"6617","HFC","Norway",2020,809.972497886511,809.972497886511,0
"6618","HFC","Poland",1995,171.96918704891,NA,NA
"6619","HFC","Poland",1995,171.96918704891,171.96918704891,0
"6620","HFC","Poland",1996,273.62181227978,171.96918704891,59.1109529417958
"6621","HFC","Poland",1996,273.62181227978,273.62181227978,0
"6622","HFC","Poland",1997,369.77577709848,273.62181227978,35.1411914194845
"6623","HFC","Poland",1997,369.77577709848,369.77577709848,0
"6624","HFC","Poland",1998,443.84543586437,369.77577709848,20.0309656157287
"6625","HFC","Poland",1998,443.84543586437,443.84543586437,0
"6626","HFC","Poland",1999,611.21182755551,443.84543586437,37.7082601661097
"6627","HFC","Poland",1999,611.21182755551,611.21182755551,0
"6628","HFC","Poland",2000,1066.78425926723,611.21182755551,74.5359319262102
"6629","HFC","Poland",2000,1066.78425926723,1066.78425926723,0
"6630","HFC","Poland",2001,1564.85638454762,1066.78425926723,46.6891145940337
"6631","HFC","Poland",2001,1564.85638454762,1564.85638454762,0
"6632","HFC","Poland",2002,2123.86376848682,1564.85638454762,35.7225998154969
"6633","HFC","Poland",2002,2123.86376848682,2123.86376848682,0
"6634","HFC","Poland",2003,2695.19207723655,2123.86376848682,26.9004216384736
"6635","HFC","Poland",2003,2695.19207723655,2695.19207723655,0
"6636","HFC","Poland",2004,3154.80119916833,2695.19207723655,17.0529264245623
"6637","HFC","Poland",2004,3154.80119916833,3154.80119916833,0
"6638","HFC","Poland",2005,3795.48069600587,3154.80119916833,20.3080782715068
"6639","HFC","Poland",2005,3795.48069600587,3795.48069600587,0
"6640","HFC","Poland",2006,4503.16353162137,3795.48069600587,18.6454073224565
"6641","HFC","Poland",2006,4503.16353162137,4503.16353162137,0
"6642","HFC","Poland",2007,4940.56630308958,4503.16353162137,9.71323311704657
"6643","HFC","Poland",2007,4940.56630308958,4940.56630308958,0
"6644","HFC","Poland",2008,5412.68570554127,4940.56630308958,9.55597746267367
"6645","HFC","Poland",2008,5412.68570554127,5412.68570554127,0
"6646","HFC","Poland",2009,5696.39964220825,5412.68570554127,5.24164808565415
"6647","HFC","Poland",2009,5696.39964220825,5696.39964220825,0
"6648","HFC","Poland",2010,5602.80654900557,5696.39964220825,-1.64302189244571
"6649","HFC","Poland",2010,5602.80654900557,5602.80654900557,0
"6650","HFC","Poland",2011,6115.05061288769,5602.80654900557,9.14263341776519
"6651","HFC","Poland",2011,6115.05061288769,6115.05061288769,0
"6652","HFC","Poland",2012,6360.1045934721,6115.05061288769,4.00739088026434
"6653","HFC","Poland",2012,6360.1045934721,6360.1045934721,0
"6654","HFC","Poland",2013,5980.56787666144,6360.1045934721,-5.96746030246436
"6655","HFC","Poland",2013,5980.56787666144,5980.56787666144,0
"6656","HFC","Poland",2014,6520.67973970327,5980.56787666144,9.03111333540016
"6657","HFC","Poland",2014,6520.67973970327,6520.67973970327,0
"6658","HFC","Poland",2015,5581.33913623493,6520.67973970327,-14.405562624842
"6659","HFC","Poland",2015,5581.33913623493,5581.33913623493,0
"6660","HFC","Poland",2016,5691.31126668855,5581.33913623493,1.97035384823085
"6661","HFC","Poland",2016,5691.31126668855,5691.31126668855,0
"6662","HFC","Poland",2017,5779.30667623906,5691.31126668855,1.54613595052427
"6663","HFC","Poland",2017,5779.30667623906,5779.30667623906,0
"6664","HFC","Poland",2018,5589.19830642524,5779.30667623906,-3.28946672090319
"6665","HFC","Poland",2018,5589.19830642524,5589.19830642524,0
"6666","HFC","Poland",2019,5412.07197744343,5589.19830642524,-3.16908292157372
"6667","HFC","Poland",2019,5412.07197744343,5412.07197744343,0
"6668","HFC","Poland",2020,5220.9674073641,5412.07197744343,-3.53107961009796
"6669","HFC","Poland",2020,5220.9674073641,5220.9674073641,0
"6670","HFC","Portugal",1995,59.9471498460224,NA,NA
"6671","HFC","Portugal",1995,59.9471498460224,59.9471498460224,0
"6672","HFC","Portugal",1996,86.6804189517987,59.9471498460224,44.5947291479948
"6673","HFC","Portugal",1996,86.6804189517987,86.6804189517987,0
"6674","HFC","Portugal",1997,148.669598935236,86.6804189517987,71.5146289474077
"6675","HFC","Portugal",1997,148.669598935236,148.669598935236,0
"6676","HFC","Portugal",1998,217.875719640959,148.669598935236,46.5502841208786
"6677","HFC","Portugal",1998,217.875719640959,217.875719640959,0
"6678","HFC","Portugal",1999,302.680800657066,217.875719640959,38.9236033991574
"6679","HFC","Portugal",1999,302.680800657066,302.680800657066,0
"6680","HFC","Portugal",2000,386.455133090453,302.680800657066,27.6774517087069
"6681","HFC","Portugal",2000,386.455133090453,386.455133090453,0
"6682","HFC","Portugal",2001,495.573992935071,386.455133090453,28.2358417578782
"6683","HFC","Portugal",2001,495.573992935071,495.573992935071,0
"6684","HFC","Portugal",2002,631.002142178968,495.573992935071,27.3275335620044
"6685","HFC","Portugal",2002,631.002142178968,631.002142178968,0
"6686","HFC","Portugal",2003,768.324661440383,631.002142178968,21.7626074591783
"6687","HFC","Portugal",2003,768.324661440383,768.324661440383,0
"6688","HFC","Portugal",2004,885.128377238015,768.324661440383,15.2023905595662
"6689","HFC","Portugal",2004,885.128377238015,885.128377238015,0
"6690","HFC","Portugal",2005,1054.28957157327,885.128377238015,19.1114869532385
"6691","HFC","Portugal",2005,1054.28957157327,1054.28957157327,0
"6692","HFC","Portugal",2006,1231.57820829805,1054.28957157327,16.8159338292818
"6693","HFC","Portugal",2006,1231.57820829805,1231.57820829805,0
"6694","HFC","Portugal",2007,1463.84561844383,1231.57820829805,18.8593309447036
"6695","HFC","Portugal",2007,1463.84561844383,1463.84561844383,0
"6696","HFC","Portugal",2008,1716.23548457223,1463.84561844383,17.241563109415
"6697","HFC","Portugal",2008,1716.23548457223,1716.23548457223,0
"6698","HFC","Portugal",2009,1912.96853282417,1716.23548457223,11.4630567903084
"6699","HFC","Portugal",2009,1912.96853282417,1912.96853282417,0
"6700","HFC","Portugal",2010,2057.46418285381,1912.96853282417,7.55347762131335
"6701","HFC","Portugal",2010,2057.46418285381,2057.46418285381,0
"6702","HFC","Portugal",2011,2224.00125329043,2057.46418285381,8.09428770738669
"6703","HFC","Portugal",2011,2224.00125329043,2224.00125329043,0
"6704","HFC","Portugal",2012,2368.73310868307,2224.00125329043,6.50772364352348
"6705","HFC","Portugal",2012,2368.73310868307,2368.73310868307,0
"6706","HFC","Portugal",2013,2531.57745467014,2368.73310868307,6.8747443682081
"6707","HFC","Portugal",2013,2531.57745467014,2531.57745467014,0
"6708","HFC","Portugal",2014,2663.17759190944,2531.57745467014,5.19834528453908
"6709","HFC","Portugal",2014,2663.17759190944,2663.17759190944,0
"6710","HFC","Portugal",2015,2805.31610460361,2663.17759190944,5.33717740514104
"6711","HFC","Portugal",2015,2805.31610460361,2805.31610460361,0
"6712","HFC","Portugal",2016,2941.14327941954,2805.31610460361,4.84177788709919
"6713","HFC","Portugal",2016,2941.14327941954,2941.14327941954,0
"6714","HFC","Portugal",2017,3122.47503114076,2941.14327941954,6.16534913447018
"6715","HFC","Portugal",2017,3122.47503114076,3122.47503114076,0
"6716","HFC","Portugal",2018,3242.71159984275,3122.47503114076,3.85068151075215
"6717","HFC","Portugal",2018,3242.71159984275,3242.71159984275,0
"6718","HFC","Portugal",2019,3375.61565633644,3242.71159984275,4.09854692289426
"6719","HFC","Portugal",2019,3375.61565633644,3375.61565633644,0
"6720","HFC","Portugal",2020,3333.81851020203,3375.61565633644,-1.238208089714
"6721","HFC","Portugal",2020,3333.81851020203,3333.81851020203,0
"6722","HFC","Romania",1990,0.18119293223939,NA,NA
"6723","HFC","Romania",1990,0.18119293223939,0.18119293223939,0
"6724","HFC","Romania",1991,0.28668813826203,0.18119293223939,58.2225833639366
"6725","HFC","Romania",1991,0.28668813826203,0.28668813826203,0
"6726","HFC","Romania",1992,0.44593471938154,0.28668813826203,55.5469724296581
"6727","HFC","Romania",1992,0.44593471938154,0.44593471938154,0
"6728","HFC","Romania",1993,0.75723491173243,0.44593471938154,69.8084672085249
"6729","HFC","Romania",1993,0.75723491173243,0.75723491173243,0
"6730","HFC","Romania",1994,1.27402880777119,0.75723491173243,68.2474999543299
"6731","HFC","Romania",1994,1.27402880777119,1.27402880777119,0
"6732","HFC","Romania",1995,2.65700078422256,1.27402880777119,108.551075769689
"6733","HFC","Romania",1995,2.65700078422256,2.65700078422256,0
"6734","HFC","Romania",1996,4.9660476627817,2.65700078422256,86.9042603325678
"6735","HFC","Romania",1996,4.9660476627817,4.9660476627817,0
"6736","HFC","Romania",1997,10.818175971228,4.9660476627817,117.842773687119
"6737","HFC","Romania",1997,10.818175971228,10.818175971228,0
"6738","HFC","Romania",1998,24.6199874742708,10.818175971228,127.579839149872
"6739","HFC","Romania",1998,24.6199874742708,24.6199874742708,0
"6740","HFC","Romania",1999,40.7678628879732,24.6199874742708,65.5884794034838
"6741","HFC","Romania",1999,40.7678628879732,40.7678628879732,0
"6742","HFC","Romania",2000,72.1585906893796,40.7678628879732,76.9987082415028
"6743","HFC","Romania",2000,72.1585906893796,72.1585906893796,0
"6744","HFC","Romania",2001,114.528381569394,72.1585906893796,58.7175975517638
"6745","HFC","Romania",2001,114.528381569394,114.528381569394,0
"6746","HFC","Romania",2002,170.614017352261,114.528381569394,48.9709493964027
"6747","HFC","Romania",2002,170.614017352261,170.614017352261,0
"6748","HFC","Romania",2003,232.229276265572,170.614017352261,36.1138316004224
"6749","HFC","Romania",2003,232.229276265572,232.229276265572,0
"6750","HFC","Romania",2004,298.625590914602,232.229276265572,28.5908459591033
"6751","HFC","Romania",2004,298.625590914602,298.625590914602,0
"6752","HFC","Romania",2005,374.573548560033,298.625590914602,25.4325014185237
"6753","HFC","Romania",2005,374.573548560033,374.573548560033,0
"6754","HFC","Romania",2006,491.595377919696,374.573548560033,31.2413489445606
"6755","HFC","Romania",2006,491.595377919696,491.595377919696,0
"6756","HFC","Romania",2007,675.106870146968,491.595377919696,37.3297838974494
"6757","HFC","Romania",2007,675.106870146968,675.106870146968,0
"6758","HFC","Romania",2008,959.987699226187,675.106870146968,42.1978862423962
"6759","HFC","Romania",2008,959.987699226187,959.987699226187,0
"6760","HFC","Romania",2009,941.003108938775,959.987699226187,-1.97758682769736
"6761","HFC","Romania",2009,941.003108938775,941.003108938775,0
"6762","HFC","Romania",2010,1002.10580492599,941.003108938775,6.49335750400699
"6763","HFC","Romania",2010,1002.10580492599,1002.10580492599,0
"6764","HFC","Romania",2011,1114.11443581573,1002.10580492599,11.1773258212003
"6765","HFC","Romania",2011,1114.11443581573,1114.11443581573,0
"6766","HFC","Romania",2012,1221.81840788846,1114.11443581573,9.66722704691205
"6767","HFC","Romania",2012,1221.81840788846,1221.81840788846,0
"6768","HFC","Romania",2013,1324.80005763513,1221.81840788846,8.42855608343981
"6769","HFC","Romania",2013,1324.80005763513,1324.80005763513,0
"6770","HFC","Romania",2014,1400.93551582196,1324.80005763513,5.74693952857593
"6771","HFC","Romania",2014,1400.93551582196,1400.93551582196,0
"6772","HFC","Romania",2015,1520.4520513122,1400.93551582196,8.53119462961983
