country,gas,year,emission,population,per_capital,emission_per_capital,emission_per_pop,change_in_emission
Norway,NO2,1995,3292238.8229412925,4359184.5,34874.7508456033,94.40178762901036,0.7552419088802717,0.7184342749444899
Norway,NO2,1996,3306207.044673743,4381336.5,37320.4438374219,88.5897032488812,0.7546115311329644,0.42427729225218885
Norway,NO2,1997,3296902.9454665496,4405156.5,36627.5632009418,90.0115284049739,0.7484190278975446,-0.28141308398039905
Norway,NO2,1998,3380196.51579373,4431464,34786.7071923354,97.16920020928261,0.7627719678629298,2.5264186330299583
Norway,NO2,1999,3568945.5121027706,4461913,36369.3164921245,98.13067322493121,0.7998689154411506,5.58396517560811
Norway,NO2,2000,3393814.3797696983,4490966.5,38129.2849016898,89.00807839748634,0.7556979950239437,-4.907083387493009
Norway,NO2,2001,3322212.3886732357,4517349,38540.6403245701,86.2002385195268,0.735434076196733,-2.1097792361090018
Norway,NO2,2002,3540149.622060751,4538159,43081.9380705673,82.17247831938435,0.7800849688300369,6.560003030828236
Norway,NO2,2003,3408672.9899123204,4564854.5,50131.3463656853,67.99484228984409,0.7467210597648447,-3.7138721857721095
Norway,NO2,2004,3535617.7897671307,4591910,57598.9476811619,61.38337473348453,0.769966700080605,3.7241706737634486
Norway,NO2,2005,3598110.8432476358,4623291,66804.7275781789,53.86012298361535,0.7782574887126152,1.7675285394641325
Norway,NO2,2006,3304328.875001037,4660676.5,74141.4124654987,44.567924525833504,0.7089805256814192,-8.164894886379672
Norway,NO2,2007,3144976.5393234123,4709152.5,85132.779473303,36.942016445142066,0.6678434260354517,-4.822532553681561
Norway,NO2,2008,2750907.769971494,4768211.5,96935.1099912051,28.378858498443787,0.5769265415285153,-12.53010203493268
Norway,NO2,2009,2263628.0459431694,4828725.5,79969.4396922595,28.306163637686122,0.46878374965467995,-17.713415525863816
Norway,NO2,2010,2183110.382764432,4889252,87685.0202223065,24.897187424141837,0.44651214189091337,-3.557018270870052
Norway,NO2,2011,2174801.8305913857,4966521.5,100590.95637548,21.620252048041113,0.4378923620065645,-0.38058323750562856
Norway,NO2,2012,2182149.1985415067,5002221.5,101514.371855293,21.495963169157204,0.4362360200445955,0.3378408021719845
Norway,NO2,2013,2164044.5909222206,5065448.75,102892.283438889,21.032136896908458,0.4272167576312406,-0.8296686418777741
Norway,NO2,2014,2174252.588047591,5122600.75,97006.1346289651,22.4135576204928,0.42444310891251696,0.47170918603947193
Norway,NO2,2015,2208806.512923907,5177550,74330.4601971752,29.716034409912734,0.42661229981823584,1.589232321316646
Norway,NO2,2016,2152398.890984337,5222620,70431.3168573813,30.560253407483497,0.4121300977257271,-2.553760214374803
Norway,NO2,2017,2110288.1304348772,5267642.5,75490.6884440251,27.954283818720445,0.40061339212653047,-1.9564570826461205
Norway,NO2,2018,2090185.2617432415,5295619,82261.5528792418,25.409017804606588,0.39470083889026786,-0.9526125082972953
Norway,NO2,2019,2110997.8152537723,5328212,75714.330467121,27.88108674051439,0.3961925342410873,0.995727694164914
Norway,NO2,2020,2064795.9712621374,5367580,67325.1222639302,30.66902668468473,0.3846791237880269,-2.1886258554029236
Norway,NO2,2021,2068765.8395371877,5391369,89241.7139378055,23.181601386308603,0.38371809452055455,0.1922644334017983
New Zealand,NO2,1990,5706942.7356370455,3346266.6666666665,13375.033364094,426.68624296352345,1.7054656141083733,175.8621892612926
New Zealand,NO2,1991,5780583.692222129,3445416.3333333335,12590.0495457651,459.1390741719946,1.6777605760722663,1.290374899422622
New Zealand,NO2,1992,5807662.704624605,3487100,11906.6799549002,487.7650803265656,1.6654706502895258,0.4684477181588428
New Zealand,NO2,1993,6027709.908656244,3572200,12771.3163391203,471.9724849499295,1.6873942972555411,3.7889115677536953
New Zealand,NO2,1994,6240647.47806729,3573200,14793.0732455574,421.8628120388343,1.746515022407727,3.5326446135911667
New Zealand,NO2,1995,6470231.210576968,3673400,17189.4206937791,376.40775252644573,1.7613739888324083,3.678844756358192
New Zealand,NO2,1996,6548289.804058515,3675151.5,18638.4091184649,351.33308655464504,1.781774113001468,1.2064266475352983
New Zealand,NO2,1997,6623412.028684676,3781300,18354.2154123239,360.8659852731923,1.75162299438941,1.1472037260721375
New Zealand,NO2,1998,6559065.793534636,3815000,15007.6322322763,437.04867576834147,1.7192833010575717,-0.9714967885339071
New Zealand,NO2,1999,6598079.290420708,3835100,15631.1096341132,422.11202178641986,1.7204451749421679,0.594802645897055
New Zealand,NO2,2000,6881304.084556652,3857700,14121.939724272,487.27754252692716,1.783784141990474,4.292533958285987
New Zealand,NO2,2001,7228703.405834737,3812842,13911.2927011848,519.62844583229,1.895883282295657,5.048451819731888
New Zealand,NO2,2002,7297053.670129216,3948500,15833.621230716,460.85816780645837,1.8480571533820986,0.9455397525275319
New Zealand,NO2,2003,7543654.803851101,4027200,20873.536108258,361.3980288115475,1.8731761034592522,3.379461696045296
New Zealand,NO2,2004,7655067.962491796,4087500,25100.7490893633,304.97368565529024,1.8727995015270449,1.4769122068498994
New Zealand,NO2,2005,7707655.703530338,4133900,27759.0981825841,277.66232364011296,1.864499795237025,0.686966350869908
New Zealand,NO2,2006,7461840.851321868,4119276.3333333335,26684.8320459603,279.62854847540564,1.8114445954840128,-3.1892297952006263
New Zealand,NO2,2007,7295588.708074496,4223800,32498.3156268842,224.49128723579838,1.7272571400337364,-2.2280312132081983
New Zealand,NO2,2008,7273775.152519578,4259800,31249.1532128738,232.76711221483535,1.7075391221464806,-0.2989965090928927
New Zealand,NO2,2009,7252761.575433234,4302600,28207.7422218362,257.1195354238142,1.6856694964517347,-0.28889505993411724
New Zealand,NO2,2010,7390362.889884795,4350700,33710.5722521474,219.22982602035242,1.6986606499838635,1.8972264980783113
New Zealand,NO2,2011,7529394.737956669,4384000,38411.5554447214,196.01900133391695,1.7174714274536198,1.8812587438996708
New Zealand,NO2,2012,7598667.089648702,4408100,39953.5856925595,190.1873626092036,1.7237964405636674,0.9200255014234007
New Zealand,NO2,2013,7630699.238699658,4345782,42893.9621020954,177.8968149535175,1.7558863373035412,0.4215495780120636
New Zealand,NO2,2014,7892863.669677764,4509700,44595.658189537004,176.98726714901545,1.7501970573824788,3.435654096396828
New Zealand,NO2,2015,7819928.8175366195,4595700,38789.0164745536,201.6016266529123,1.701575128388846,-0.9240607109602127
New Zealand,NO2,2016,7848797.930490245,4693200,40453.0989346533,194.02216732935474,1.6723766152071604,0.3691736028195685
New Zealand,NO2,2017,7905174.550700939,4793900,43534.0893825611,181.58584830460694,1.6490069777636036,0.7182834965299304
New Zealand,NO2,2018,8030074.000244761,4778037.666666667,43805.3057967474,183.312816888063,1.680621744835853,1.5799707994145051
New Zealand,NO2,2019,8053390.764302949,4979200,43039.5458788917,187.11607197167598,1.6174065641675268,0.29036798487134524
New Zealand,NO2,2020,8139562.97515342,5084300,41930.0899441167,194.12223980443667,1.6009210658602797,1.070011543863403
New Zealand,NO2,2021,7937596.756287875,5122600,48823.5077795339,162.57735499322723,1.5495249982992767,-2.481290696835461
Russia,NO2,1990,139337059.1579192,147969407,3878.64558197748,35924.15347392476,0.9416612662232214,1655.40611895586
Russia,NO2,1991,129870557.75160065,148319525.5,3797.78752917599,34196.372691702105,0.8756133578083801,-6.793958092361904
Russia,NO2,1992,119308089.09983228,148424185.5,3315.06664851014,35989.650209129824,0.8038318600025754,-8.133074065925609
Russia,NO2,1993,108643397.98036908,148302344,3094.82560908906,35104.8529717794,0.7325804505178224,-8.938782944163504
Russia,NO2,1994,94917547.65133196,148187862.5,2760.7410484872,34381.18461104631,0.6405217407824609,-12.633855884659697
Russia,NO2,1995,87416537.36525461,148074722,2708.01015671625,32280.72728916809,0.5903542224124831,-7.902659172813227
Russia,NO2,1996,82663134.91719812,148160129,2663.91616872409,31030.681778845348,0.5579310403894028,-5.437646687142542
Russia,NO2,1997,79895805.31043565,147915361,2756.68555223552,28982.560323445145,0.540145423506323,-3.3477191610679213
Russia,NO2,1998,72638823.71244828,147670784,1847.88670645702,39309.13267497863,0.4918970546838045,-9.083057076388831
Russia,NO2,1999,71751817.52893156,147214776,1339.13204313858,53580.83834717584,0.487395487589721,-1.22111859496524
Russia,NO2,2000,73500140.20200673,146596869,1781.24847960849,41263.27182503011,0.5013759209414406,2.436624929215508
Russia,NO2,2001,73060384.16932718,145976482,2111.66761325676,34598.43003257904,0.5004942109053374,-0.5983063861795688
Russia,NO2,2002,72964239.27674076,145328755,2389.91713207911,30530.028969358224,0.5020633341057712,-0.13159647828239765
Russia,NO2,2003,71235941.82559629,144648618,2998.06961922061,23760.602945609735,0.4924757858771681,-2.3686911126275683
Russia,NO2,2004,71167667.52043478,144067316,4133.77209978318,17216.156527876217,0.49398898720674983,-0.09584249665521208
Russia,NO2,2005,70851644.48360732,143496516.5,5365.05674836042,13206.13141795002,0.493751668763383,-0.44405422832878205
Russia,NO2,2006,70959609.82629801,143049637,6973.85527991833,10175.090674828143,0.49604886327882125,0.1523822678747716
Russia,NO2,2007,72627846.78322397,142513041,9170.2644056918,7919.929412083835,0.5096224617312318,2.3509669247190548
Russia,NO2,2008,75182989.25895731,142375602,11720.9281582864,6414.422837819788,0.5280609051188231,3.51813056410691
Russia,NO2,2009,74925767.23053235,142344664,8623.8036670827,8688.250582109851,0.5263686402079136,-0.34212796133843254
Russia,NO2,2010,72078101.06827594,143047383,10749.9102420029,6704.995618163088,0.5038757057741905,-3.800649986665705
Russia,NO2,2011,76162681.42062472,142908722,14270.7723488906,5336.969826061696,0.5329463475338105,5.666881191111928
Russia,NO2,2012,73532396.8089207,143129056.5,15374.9561173183,4782.608564722605,0.5137489102984529,-3.453508414675833
Russia,NO2,2013,75233647.7442767,143507000,15924.7016370399,4724.336408871093,0.5242507176951418,2.313607347489068
Russia,NO2,2014,76121556.08929956,146090600,14272.03531141,5333.616013999279,0.5210571801970801,1.1802011090049846
Russia,NO2,2015,77737500.03780697,146406000,9424.87996336878,8248.115661944292,0.530972091565967,2.122846709297062
Russia,NO2,2016,81400286.80405115,146674500,8798.79940487206,9251.294757211796,0.5549723149153476,4.71173727539837
Russia,NO2,2017,82715795.70375277,146842400,10822.7702499791,7642.7563177655475,0.563296402835644,1.6160986052399937
Russia,NO2,2018,82179248.07174668,146880432,11378.6659729545,7222.221679331766,0.5594975923800842,-0.6486640519396599
Russia,NO2,2019,84045646.15274537,146764700,11617.1844603778,7234.596854289092,0.5726557282013002,2.2711306379552516
Russia,NO2,2020,86475461.3845233,146459800,10227.9164699323,8454.84626695389,0.5904382047805835,2.8910661563145896
Russia,NO2,2021,88400861.81107222,147212341,12258.7720197789,7211.233039364951,0.6004989881321989,2.2265280759675785
Turkiye,NO2,1990,24950822.85799914,56290414.5,3820.96193786322,6529.984664529864,0.44325171664882906,-71.77536242653004
Turkiye,NO2,1991,24733991.84836331,56763092,3761.18970986415,6576.108560409913,0.4357407423887922,-0.8690335019003721
Turkiye,NO2,1992,25259650.01413612,57462645,3892.72070539125,6488.944860378141,0.4395838377111969,2.125245973215578
Turkiye,NO2,1993,26048287.142827526,58208659,4337.96142091904,6004.73001378351,0.44749849232615935,3.122122152326173
Turkiye,NO2,1994,23570421.094156228,59003516,3086.68028686688,7636.171842753844,0.39947485661966703,-9.512587277177593
Turkiye,NO2,1995,23870854.44364947,59849783,3933.07749089283,6069.256072102117,0.39884613188404494,1.2746202042513728
Turkiye,NO2,1996,24542459.634748943,60750239,4146.10492601669,5919.401479867455,0.4039895157408178,2.8134945595889387
Turkiye,NO2,1997,24050524.925180137,61707887,4268.70219929025,5634.153848722213,0.3897479899964835,-2.004423015826377
Turkiye,NO2,1998,25338883.251334663,62725970,4433.35405839053,5715.510856476374,0.4039616007745223,5.356882355634808
Turkiye,NO2,1999,25636443.23210861,63808001,4057.82208493623,6317.783948014442,0.4017747434543297,1.1743216061357986
Turkiye,NO2,2000,24774565.375440318,66266714,4278.26653426387,5790.795215077243,0.3738613834909683,-3.3619244637993555
Turkiye,NO2,2001,22600493.560902487,65603160,3100.45878215444,7289.403004157309,0.3445031239486404,-8.775418585922178
Turkiye,NO2,2002,22594352.53874337,66401851,3640.76183390178,6205.940835885206,0.3402669082032573,-0.027172071010616375
Turkiye,NO2,2003,24006963.673337456,67187251,4704.77200659487,5102.683751664464,0.3573142719194964,6.252054057188981
Turkiye,NO2,2004,24802050.82154349,68010221,6031.79031161189,4111.888766059505,0.36468122668714,3.311902158993435
Turkiye,NO2,2005,25968599.36027363,68860539,7369.43129178444,3523.826782837889,0.3771187350170702,4.703435805061961
Turkiye,NO2,2006,27247719.01033185,69729967,8003.81217867591,3404.3426309935608,0.3907605321300647,4.925639740181748
Turkiye,NO2,2007,26757611.058740273,70586256,9668.39944528631,2767.5326417947663,0.37907678597856603,-1.7987118532958195
Turkiye,NO2,2008,25402102.014344748,71517100,10802.6004748022,2351.480282326175,0.35518920669804493,-5.0658821574908615
Turkiye,NO2,2009,26553588.68347289,72561312,8989.73588674078,2953.7673873864906,0.36594692063275935,4.533036945044507
Turkiye,NO2,2010,27447360.328281082,73722988,10614.9845680831,2585.7183448772216,0.37230395936042476,3.3659165827347493
Turkiye,NO2,2011,28531906.246241033,74625134.5,11308.3717359255,2523.0782036991395,0.3823364130250383,3.951366925592701
Turkiye,NO2,2012,29650375.50092596,75627384,11697.4743628202,2534.7672994409886,0.39205872175779555,3.920064944249139
Turkiye,NO2,2013,31460341.63106983,76667864,12507.8031572004,2515.2571747148877,0.4103458736123108,6.1043615791218215
Turkiye,NO2,2014,31724948.282446798,77695904,12020.3496610279,2639.270002710877,0.40832201762459447,0.8410800317427075
Turkiye,NO2,2015,32262328.77100373,78741053,10851.9201055956,2972.960403050538,0.40972691552656443,1.6938734896354792
Turkiye,NO2,2016,34347816.93022996,79814871,10734.2564703539,3199.831960890119,0.43034357507424853,6.464158784162525
Turkiye,NO2,2017,35443561.67199653,80561611.5,10464.0077882503,3387.1880057080016,0.439955966769564,3.190143769522031
Turkiye,NO2,2018,35455448.02604432,81671441,9400.83633803764,3771.5206127549072,0.434122963816009,0.033536003401095596
Turkiye,NO2,2019,36967398.001490936,82765998.5,9103.01239655239,4061.007103043351,0.4466495743598253,4.264365731145166
Turkiye,NO2,2020,40490569.87193687,83614362,8561.06433280619,4729.618689673444,0.4842537681736646,9.530483780069789
Turkiye,NO2,2021,40306090.920241654,84680273,9661.22773420424,4171.942948569934,0.4759796997848797,-0.4556096698038251
Ukraine,NO2,1990,53446072.08721484,51838500,1811.79566358533,29498.951322938574,1.0310111613417603,32.600485105278
Ukraine,NO2,1991,48281335.3696946,51944400,1707.38749969665,28277.90140098408,0.9294810483843224,-9.663454236809542
Ukraine,NO2,1992,44729050.28904054,52056600,1569.19383849828,28504.47738938759,0.8592387956386038,-7.357470652901134
Ukraine,NO2,1993,41927480.011187,52244100,1378.10903200687,30423.920776522413,0.8025304294874829,-6.263424462960213
Ukraine,NO2,1994,36002688.99863625,52114400,1090.86391857428,33003.831537200786,0.690839556794979,-14.131044868353426
Ukraine,NO2,1995,32825682.019905172,51728400,986.577383148465,33272.28312810958,0.6345775631936261,-8.824360255011571
Ukraine,NO2,1996,28458620.246838205,51297100,911.687211715807,31215.333374347454,0.5547802945359134,-13.303796004661303
Ukraine,NO2,1997,29220896.024747066,50609220.5,1035.25256310012,28225.86204205427,0.5773828511100475,2.678540882506599
Ukraine,NO2,1998,25948376.6977014,50172144,871.919769285102,29760.050880572187,0.5171869214459203,-11.199243597027907
Ukraine,NO2,1999,23786327.192855116,49731454,663.128253377954,35869.874449909694,0.4782954303498771,-8.332118536870958
Ukraine,NO2,2000,23786807.85912307,49240416.666666664,662.341330293939,35913.21690368737,0.48307486957610507,0.002020767073691791
Ukraine,NO2,2001,25099052.59404092,48610852.5,811.928792745526,30912.874156326958,0.516326114503771,5.5166911957652935
Ukraine,NO2,2002,25549380.17313442,48239796.5,916.201259212254,27886.2094067647,0.5296328348552304,1.7942015038464794
Ukraine,NO2,2003,22849306.979426507,47818028.375,1092.52494503657,20914.21992992725,0.4778387515318903,-10.568057523943704
Ukraine,NO2,2004,25331044.65889928,47446852.375,1422.2404149289,17810.662946296332,0.5338825104496572,10.861325823611754
Ukraine,NO2,2005,25645363.478082795,47102816.5,1902.23620298522,13481.692461660112,0.5444549898217401,1.2408442818527317
Ukraine,NO2,2006,25999286.770103294,46768477.875,2401.34395020628,10826.973273807738,0.5559147518033971,1.3800673650929998
Ukraine,NO2,2007,25621592.313144982,46487523,3211.4879840424,7978.106236254474,0.5511498711846828,-1.4527108389474177
Ukraine,NO2,2008,30798061.402266458,46225249,4083.76860075012,7541.578481358951,0.6662605841726554,20.20354170753753
Ukraine,NO2,2009,26793443.030048233,46036957.75,2650.28029993595,10109.6638837393,0.5819985581051613,-13.00282611919048
Ukraine,NO2,2010,27381336.17076464,45826666.5,2977.30930051834,9196.67169480767,0.5974978819540505,2.1941679539173027
Ukraine,NO2,2011,33347058.975979432,45652132.5,3584.67247611344,9302.679449290958,0.7304600497244993,21.78755181269956
Ukraine,NO2,2012,31891399.715585805,45523312,3871.29143470685,8237.922732882742,0.7005509554222638,-4.365180334020365
Ukraine,NO2,2013,35403001.94188674,45411677.333333336,4045.9475540043,8750.237483144872,0.7796012836526526,11.011126064136846
Ukraine,NO2,2014,35302973.30410838,45336071.5,2957.02235769679,11938.69001775343,0.7786950244268162,-0.2825428135799092
Ukraine,NO2,2015,33005089.46988244,42802284,2023.69453109466,16309.323844458519,0.7711058005662137,-6.509037679153574
Ukraine,NO2,2016,36324361.64929423,42631704,2082.27609489804,17444.546253158074,0.8520504282281146,10.056849512377978
Ukraine,NO2,2017,35000197.71731211,42450188.75,2510.01766224465,13944.20375751948,0.8245004026586834,-3.645388031224612
Ukraine,NO2,2018,38799055.66020637,42301584.5,2944.88316768618,13175.074680701551,0.9172010013054327,10.853818522902893
Ukraine,NO2,2019,40399157.98014754,42068382.5,3480.64324137582,11606.808046256032,0.9603211623396155,4.124075425841587
Ukraine,NO2,2020,37717516.54165419,41732779,3566.81646784227,10574.560502820388,0.9037863627930024,-6.637864679781515
Ukraine,NO2,2021,43618801.45939655,41418717,4596.34917496562,9489.879858773527,1.0531181219204966,15.646006043969358
United States of America,NO2,1990,406280588.5807109,249166343.5,24036.8199556108,16902.426749087277,1.6305596609628414,831.434553420514
United States of America,NO2,1991,397594533.6217441,252980941,24479.7438914311,16241.776686271554,1.5716382904186608,-2.1379448595637833
United States of America,NO2,1992,398820034.6356502,256514224,25552.3399147909,15607.965296547827,1.5547677178153294,0.3082288387475707
United States of America,NO2,1993,415889022.51637733,259918588,26503.4606474796,15691.876168477915,1.600074183676226,4.279872222648197
United States of America,NO2,1994,418494036.8763149,263125821,27784.863995589,15061.942968040194,1.5904711870763717,0.6263724741219794
United States of America,NO2,1995,422922682.39965487,266278393,28757.5585741076,14706.487732948273,1.588272625633785,1.0582338416088028
United States of America,NO2,1996,432743724.5332914,269394284,30013.3524126592,14418.373482022833,1.6063582274570138,2.3221838275289794
United States of America,NO2,1997,421073211.8539196,272646925,31489.337938178,13371.929656971482,1.5443901003245117,-2.6968646840478794
United States of America,NO2,1998,422534724.0117427,275854104,32855.933469622,12860.225821993785,1.5317326002579346,0.3470921722586616
United States of America,NO2,1999,416448983.84847397,279040168,34497.8775659272,12071.727689699714,1.492433819952667,-1.440293499546706
United States of America,NO2,2000,411167640.1656019,281792158.5,36299.5909674523,11327.059870571866,1.459116684986115,-1.2681850329099824
United States of America,NO2,2001,416832346.4935413,284968955,37068.3810042672,11244.956893195764,1.4627289716297036,1.3777120995363044
United States of America,NO2,2002,417062438.4026152,287625193,37902.1968047387,11003.648167181493,1.450020542542027,0.05520010887097853
United States of America,NO2,2003,419264704.22365314,290107933,39354.3920984871,10653.568302475975,1.4452024799461556,0.5280422349883184
United States of America,NO2,2004,425173922.4239062,292805298,41562.4558754692,10229.759369798223,1.4520704554461519,1.4094241992526153
United States of America,NO2,2005,415786442.9977801,295516599,43926.2893033539,9465.54898198591,1.4069816870008716,-2.2079151450795313
United States of America,NO2,2006,414885567.17097604,298379912,46089.8756082247,9001.663851245892,1.3904607866865248,-0.2166679173829753
United States of America,NO2,2007,425486786.0020164,301231207,47810.2183162712,8899.494731175719,1.4124923849673265,2.5552151412082207
United States of America,NO2,2008,410195195.87737924,304093966,48315.6948867745,8489.895402283913,1.348909356121125,-3.593904823301544
United States of America,NO2,2009,405723379.53435755,306771529,46928.6943700592,8645.528817294597,1.3225587813084099,-1.0901678976168367
United States of America,NO2,2010,411266618.2448871,309046865.5,48360.5386408753,8504.17778219857,1.3307580957972445,1.3662606076315975
United States of America,NO2,2011,412263069.8721192,311591917,49700.2025713238,8294.997777533972,1.3230865352393566,0.24228847735916692
United States of America,NO2,2012,392321768.1312108,313914040,51330.8138070266,7643.006978344583,1.249774518308295,-4.837033243626217
United States of America,NO2,2013,423665329.5189977,316128839,52737.9639780759,8033.403217748847,1.3401666575538138,7.989248605064445
United States of America,NO2,2014,430181468.5642242,318857056,54499.490618946,7893.311729682066,1.349135797591458,1.5380392473050504
United States of America,NO2,2015,419283870.5807567,321418820,56086.2195734954,7475.70212022094,1.3044782834457445,-2.533256027936149
United States of America,NO2,2016,409509280.21795267,323127513,57134.8512799103,7167.416577523217,1.2673302759519356,-2.33125837854557
United States of America,NO2,2017,414686589.99865544,325719178,59059.5964026709,7021.493800453769,1.2731414605211102,1.2642716614254152
United States of America,NO2,2018,430203078.87234014,327167434,61820.4844723372,6958.908241245554,1.3149324601553716,3.7417387607675026
United States of America,NO2,2019,410292651.8014337,328239523,63953.6882052029,6415.465054727752,1.2499794298123985,-4.628146112551358
United States of America,NO2,2020,388903348.477543,331480396.5,62690.8032098624,6203.515165943215,1.1732318187858297,-5.213182159119513
United States of America,NO2,2021,393279020.76065236,332031554,69184.7044001711,5684.4793104251485,1.1844627898246454,1.1251310384029871
Australia,PFCE,1990,4607012.919099282,17065128,19017.8713211786,242.24650810255716,0.26996650239595515,NA
Australia,PFCE,1991,4610743.29393256,17067288,19091.2737870316,241.5105113135282,0.2701509046974868,0.08097165991901938
Australia,PFCE,1992,4603282.544266002,17494664,18682.7711889939,246.39184935143967,0.26312494737058123,-0.16181229773463016
Australia,PFCE,1993,3315528.376027977,17667093,17996.6636053341,184.2301689211591,0.18766688871949547,-27.974693185889564
Australia,PFCE,1994,2164428.7487837053,17854738,20358.9686845054,106.3132805165611,0.12122433545559197,-34.718436903360065
Australia,PFCE,1995,1530835.6649263178,18071758,21778.5663840331,70.29092906907987,0.0847087297719634,-29.272993357412822
Australia,PFCE,1996,1410395.058481264,18101568.5,23918.1009539795,58.967685653429854,0.07791562695140279,-7.867637866331713
Australia,PFCE,1997,1228150.8980875032,18517564,23753.5047397354,51.70398690821505,0.06632356707866667,-12.921497370389556
Australia,PFCE,1998,1660518.820006681,18711271,20985.2798915675,79.12778998358397,0.08874430924583802,35.204788156933176
Australia,PFCE,1999,1139058.7574541585,18925855,22723.0591553695,50.12787889455443,0.06018532623515072,-31.403441880316922
Australia,PFCE,2000,1287061.7887115816,19153380,21549.9401378319,59.72461085643974,0.067197632413265,12.993450099818885
Australia,PFCE,2001,1801881.9741597914,19005433.333333332,20315.2059528505,88.6962198828687,0.09480878139197693,39.99964803271586
Australia,PFCE,2002,1727623.15282097,19495210,22392.5297622439,77.151763162281,0.08861782729301043,-4.121181209632111
Australia,PFCE,2003,1683984.7749473057,19720737,28432.7151763845,59.2270124221545,0.08539157410533418,-2.525919949753441
Australia,PFCE,2004,1713848.7055083092,19932722,34138.7465333635,50.2024496954913,0.08598166901180426,1.7734085845246428
Australia,PFCE,2005,1791701.1197247203,20176844,37816.7258806642,47.37853629578287,0.08879986977768774,4.542548823953563
Australia,PFCE,2006,687059.8417604893,20122633,40040.365099086,17.159180243742902,0.03414363526684054,-61.65321134218803
Australia,PFCE,2007,582676.819046088,20827622,47366.290521556,12.301508364496407,0.027976156809744676,-15.192711954599936
Australia,PFCE,2008,444516.69355940097,21249199,49790.7055434925,8.927704251371027,0.020919221169673312,-23.71127887202923
Australia,PFCE,2009,358551.9811490969,21691653,46952.0905196545,7.636549878412855,0.01652949091289156,-19.338916548207553
Australia,PFCE,2010,283315.23462806595,22031750,59089.2799565678,4.794697698741806,0.012859406748354804,-20.983497645142062
Australia,PFCE,2011,301304.83952510176,21858300.333333332,69214.4380237958,4.353207916266165,0.013784458760758256,6.3496779199510485
Australia,PFCE,2012,294882.946981773,22733465,69993.6862177016,4.212993527224692,0.012971315502576181,-2.1313605693989333
Australia,PFCE,2013,192001.23588443812,23128129,66774.6445996725,2.875361404549951,0.008301632868116488,-34.88899990669657
Australia,PFCE,2014,192535.9905987464,23475686,62347.7859128798,3.0880966786500164,0.008201506469235719,0.27851628758792785
Australia,PFCE,2015,171323.65707102933,23815995,52276.9121721542,3.2772336764428585,0.00719363843799217,-11.017334193857044
Australia,PFCE,2016,224924.13389199993,23770073.333333332,54037.3186504597,4.162385172123756,0.009462492216066643,31.2860919135927
Australia,PFCE,2017,202625.5366799996,24594202,57430.8037879349,3.528168218369378,0.008238752234368069,-9.913830421908951
Australia,PFCE,2018,236002.70390999984,24966643,58225.1616873622,4.05327691792781,0.009452720732619112,16.472339951262796
Australia,PFCE,2019,303142.01916000043,25340217,54267.0881988172,5.586111752474822,0.011962881736963832,28.448536452194347
Australia,PFCE,2020,270314.74296999996,25655289,55774.1582890132,4.846594753958816,0.010536413874347702,-10.829008885328435
Belarus,PFCE,1995,18680.237793756,10193831,1369.15762566555,13.6435991324779,0.0018325041678399418,-93.08944914046765
Belarus,PFCE,1996,18680.237793756,10211978.5,1436.40172987962,13.004883943798598,0.0018292476618273336,0
Belarus,PFCE,1997,18680.237793756,10176780,1401.27734535434,13.330864054633198,0.001835574493479863,0
Belarus,PFCE,1998,18680.237793756,10137900,1519.39160742841,12.294551123243695,0.0018426141305157874,0
Belarus,PFCE,1999,18680.237793756,10083698.666666666,1217.37705946734,15.344660595074373,0.0018525184469768636,0
Belarus,PFCE,2000,18680.237793756,9999545,1050.08579007663,17.78924919305194,0.0018681087783250139,0
Belarus,PFCE,2001,18680.237793756,9928549,1252.08065354358,14.919356625220642,0.0018814670495916374,0
Belarus,PFCE,2002,18680.237793756,9865548,1488.70656691815,12.547964930675994,0.0018934820238831133,0
Belarus,PFCE,2003,18680.237793756,9796749,1830.77957180768,10.203433598131893,0.0019067792584821761,0
Belarus,PFCE,2004,18680.237793756,9730146,2392.50736490487,7.807807853706966,0.0019198311920248681,0
Belarus,PFCE,2005,18680.237793756,9663915,3143.58039511651,5.942344538977079,0.0019329886276686003,0
Belarus,PFCE,2006,18203.76072575017,9604924,3869.69652135355,4.704183034845022,0.0018952529687637477,-2.5507012987013344
Belarus,PFCE,2007,17674.34176129926,9560953,4763.61799650891,3.7102768891737683,0.0018485962394438357,-2.9082944586390815
Belarus,PFCE,2008,17144.922796848343,9527985,6416.86703886436,2.6718525867854983,0.0017994279794571824,-2.995409795742225
Belarus,PFCE,2009,16615.50383239742,9504195,5213.64137606991,3.186928795804965,0.0017482284225436681,-3.0879052109131946
Belarus,PFCE,2010,16086.08486794651,9483836,5881.14218868711,2.7351974075528216,0.0016961580596655732,-3.1862949796239737
Belarus,PFCE,2011,15556.66590349559,9461643,6362.67265292987,2.444989197476958,0.0016441822951358015,-3.2911610798837234
Belarus,PFCE,2012,15027.24693904467,9446836,6776.10991663247,2.2176805163917375,0.0015907174570453716,-3.403164712381976
Belarus,PFCE,2013,14497.82797459376,9453525.5,7793.46473354336,1.8602545171205527,0.0015335895560438018,-3.52306025580336
Belarus,PFCE,2014,13968.409010142841,9458334.5,8130.30457435098,1.7180671255797204,0.0014768360127401755,-3.651712279788956
